file,duration_sec,sampling_rate,dataset,speaker_id,environment,text
librispeech_subset_wav\sample_172.wav,13.62,16000,LibriSpeech,8123,clean,BUT I DON'T WANT TO CHATTER ANY MORE WITH YOU JUST NOW I HAVE HAD TO TROT A MILE ON ACCOUNT OF A CONFOUNDED HUNTER WHO STRUCK ME ON ONE OF MY HIND LEGS WITH AN ARROW NOW I SHOULD LIKE TO HAVE A SLEEP
librispeech_subset_wav\sample_173.wav,7.58,16000,LibriSpeech,4859,clean,JUST AS SUCH A CONNECTION MAY BE FOUND BETWEEN THE MOVEMENTS OF HUMANITY AND COMMERCE HANDICRAFT GARDENING OR ANYTHING ELSE YOU PLEASE
librispeech_subset_wav\sample_174.wav,16.54,16000,LibriSpeech,5867,clean,BUT THE SQUIRE PREFERRED WALKING AND IN THIS WAY THEY WERE DISPOSED OF SOON AFTER BREAKFAST JOHN HAD IT IN HIS MIND TO GET BELL TO HIMSELF FOR HALF AN HOUR AND HOLD A CONFERENCE WITH HER BUT IT EITHER HAPPENED THAT LADY JULIA WAS TOO KEEN IN HER DUTIES AS A HOSTESS
librispeech_subset_wav\sample_175.wav,11.59,16000,LibriSpeech,322,clean,AND HER ASTONISHMENT WAS CONSEQUENTLY SO GREAT AS TO OVERCOME AT FIRST THE BOUNDS OF DECORUM AND SHE COULD NOT HELP CRYING OUT ENGAGED TO MISTER COLLINS
librispeech_subset_wav\sample_176.wav,15.74,16000,LibriSpeech,8095,clean,AND BOTH OF THEM INTRUSTED TO THE COMMAND OF THE DUKE WHO WAS ALTOGETHER UNACQUAINTED BOTH WITH LAND AND SEA SERVICE THE FLEET APPEARED BEFORE ROCHELLE BUT SO ILL CONCERTED WERE BUCKINGHAM'S MEASURES THAT THE INHABITANTS OF THAT CITY
librispeech_subset_wav\sample_177.wav,16.21,16000,LibriSpeech,6531,clean,THESE HE DISPOSED OF WITH CHARACTERISTIC BARBARITY SOME WERE SKINNED ALIVE AND SOME IMPALED ON STAKES WHILE OTHERS WERE ENCLOSED IN A PILLAR WHICH THE KING HAD ERECTED TO REMIND THE ARAMAEANS OF HIS DETERMINATION TO BROOK NO OPPOSITION
librispeech_subset_wav\sample_178.wav,14.27,16000,LibriSpeech,1737,clean,HE FIDDLED NIGHT AFTER NIGHT IN THE DINGY LITTLE THEATRE AND HE STUDIED SO DILIGENTLY THAT HIS MASTER WAS WELL PLEASED AND KEPT HIM IN MIND AS ONE TO WHOM PREFERMENT WAS DUE IF ANY CHANCE OCCURRED GAY FRIENDS FORGOT HIM BUT THE OLD ONES STOOD FAST
librispeech_subset_wav\sample_179.wav,4.83,16000,LibriSpeech,730,clean,AND THAT WAS DEATH A STATE WHICH I FEARED YET DID NOT UNDERSTAND
librispeech_subset_wav\sample_180.wav,5.29,16000,LibriSpeech,4195,clean,WAS MADE SUBSEQUENT TO THE ONE UNDER WHICH JANE MERRICK INHERITED AND THEREFORE SUPERCEDES IT
librispeech_subset_wav\sample_181.wav,2.9,16000,LibriSpeech,5192,clean,CASTING HIS EYE UPON DUNKIRK AND THE MOLE
librispeech_subset_wav\sample_182.wav,3.12,16000,LibriSpeech,2989,clean,FOR HE WAS THE MOST HUMBLE MINDED AND COURTEOUS KNIGHT OF HIS TIME
librispeech_subset_wav\sample_183.wav,13.79,16000,LibriSpeech,211,clean,HE SALUTED THE KING RESPECTFULLY AND WITH THIS AGREEMENT TOOK LEAVE OF HIM THAT EVENING THE THREE MUSKETEERS WERE INFORMED OF THE HONOR ACCORDED THEM AS THEY HAD LONG BEEN ACQUAINTED WITH THE KING THEY WERE NOT MUCH EXCITED
librispeech_subset_wav\sample_184.wav,13.99,16000,LibriSpeech,248,clean,BUT WHAT SON OF A VICAR WHO HAS STINTED HIS WIFE AND DAUGHTERS OF CALICO IN ORDER TO SEND HIS MALE OFFSPRING TO OXFORD CAN KEEP AN INDEPENDENT SPIRIT WHEN HE IS BENT ON DINING WITH HIGH DISCRIMINATION RIDING GOOD HORSES
librispeech_subset_wav\sample_185.wav,11.56,16000,LibriSpeech,3374,clean,AND THE ONE ETERNAL AND INDIVISIBLE HUMANITY ALL EXISTENCE WAS AN UNINTERRUPTED DIVINE SERVICE OF SOLITARY LOVE
librispeech_subset_wav\sample_186.wav,16.3,16000,LibriSpeech,8838,clean,I AM AFRAID THE DOCTOR WOULD NEVER CONSENT TO MY GOING IN FACT I AM SURE THAT HE WOULD NOT BUT HE NEED NEVER KNOW NOT BEFORE THE FIGHT AT ANY RATE WE ARE NOT BOUND TO GIVE THE NAME OF OUR MAN SO LONG AS HE IS WITHIN THE WEIGHT LIMITS ON THE DAY OF THE FIGHT THAT IS ALL THAT CONCERNS ANYONE
librispeech_subset_wav\sample_187.wav,15.41,16000,LibriSpeech,6147,clean,A GRIMACE OF DISGUST CONCEALS CUPIDITY AND THEN WOMAN FEELS HER WEAK POINT GUARDED BY ALL THAT CASUISTRY OF GALLANTRY WHICH TAKES THE PLACE OF SCRUPLES IN PRUDES IT IS A LINE OF CIRCUMVALLATION WITH A DITCH EVERY PRUDE PUTS ON AN AIR OF REPUGNANCE
librispeech_subset_wav\sample_188.wav,14.64,16000,LibriSpeech,1098,clean,HIS ADOPTED AND HIS NATIVE COUNTRY HIS CHARMING NEW FOUND COUSIN I KEEP A BAND OF MUSIC IN MY ANTE ROOM HE SAID ONCE TO HER IT HAS ORDERS TO PLAY WITHOUT STOPPING IT RENDERS ME TWO EXCELLENT SERVICES
librispeech_subset_wav\sample_189.wav,15.23,16000,LibriSpeech,3374,clean,INDEED NO LONGER DANGEROUS BUT DECIDED PAST HOPE LOST IN THIS THOUGHT AND MY STRENGTH ENTIRELY EXHAUSTED ON ACCOUNT OF THE IMPOSSIBILITY OF HURRYING TO YOUR SIDE
librispeech_subset_wav\sample_190.wav,14.01,16000,LibriSpeech,3526,clean,THAT THEY WERE SMOKE WHERE WAS THE GREAT GLARE OF YELLOW LIGHT THAT THE CIRCUIT RIDER HAD TOLD ABOUT AND THE LEAPING TONGUES OF FIRE WHERE WAS THE SHRIEKING MONSTER THAT RAN WITHOUT HORSES LIKE THE WIND
librispeech_subset_wav\sample_191.wav,16.11,16000,LibriSpeech,2514,clean,TAKEN A LESSON FROM THEM THEY QUIVERED CLEARLY THEY HUMMED AND DRUMMED THEY LEAPED AND BOUNDED IN MISSUS STRINGHAM'S TYPICAL ORGANISM THIS LADY STRIKING HIM AS BEFORE ALL THINGS EXCITED AS IN THE NATIVE PHRASE KEYED UP
librispeech_subset_wav\sample_192.wav,9.02,16000,LibriSpeech,1963,clean,BUT BY THE END OF AUGUST THEY BECOME HEALTHY HAVING RECOVERED FROM THE EFFECTS OF SPAWNING WHEN THEY ARE NOT IN SEASON THE MALES HAVE A BLACK
librispeech_subset_wav\sample_193.wav,8.78,16000,LibriSpeech,887,clean,YOU SEE HE SAID THAT IT IS NOT SIX FEET LONG AND THAT WE ARE STILL SEPARATED BY A LONG INTERVAL FROM THE PRETENDED RACE OF GIANTS
librispeech_subset_wav\sample_194.wav,12.9,16000,LibriSpeech,332,clean,SEEMS TO HAVE BEEN THAT THERE WAS NOTHING TOO BAD FOR A SPANIARD THE OBJECT OF HIS LIFE WAS TO WAGE BITTER WAR AGAINST SPANISH SHIPS AND SPANISH SETTLEMENTS HE SELDOM GAVE ANY QUARTER TO HIS PRISONERS
librispeech_subset_wav\sample_195.wav,11.9,16000,LibriSpeech,5678,clean,HE WILL BE BACK TO DINNER WILL HE NOT IF THE VOLOR IS NOT LATE NOW MOTHER ARE YOU READY FOR BREAKFAST MABEL PASSED AN AFTERNOON OF CONSIDERABLE AGITATION IT WAS CERTAIN THAT SOMETHING HAD HAPPENED
librispeech_subset_wav\sample_196.wav,13.04,16000,LibriSpeech,4362,clean,WHERE BREAKING THROUGH FOUR OR FIVE FEET OF MEALY SNOW THEIR FEET WERE CAUGHT BETWEEN ANGULAR BOULDERS HERE THEY WERE IN DANGER OF BEING LOST BUT AFTER WE HAD REMOVED PACKS AND SADDLES AND ASSISTED THEIR EFFORTS WITH ROPES
librispeech_subset_wav\sample_197.wav,15.9,16000,LibriSpeech,8095,clean,OF DELIVERING SHIPS TO THE FRENCH KING IN ORDER TO SERVE AGAINST THE HUGONOTS OF BEING EMPLOYED IN THE SALE OF HONORS AND OFFICES OF ACCEPTING EXTENSIVE GRANTS FROM THE CROWN OF PROCURING MANY TITLES OF HONOR FOR HIS KINDRED
librispeech_subset_wav\sample_198.wav,16.45,16000,LibriSpeech,8629,clean,AND GRADUALLY SUBSIDE SO THIS CROWD YIELDED TO ITS AWE AND MAN BY MAN SANK BACK INTO HIS SEAT TILL QUIET WAS AGAIN RESTORED AND ONLY A CIRCLE OF LISTENING FACES CONFRONTED THE MAN WHO HAD JUST STIRRED A WHOLE ROOMFUL TO ITS DEPTHS
librispeech_subset_wav\sample_199.wav,15.63,16000,LibriSpeech,8051,clean,DESCRIBES HIM AS WEIGHING UPWARDS OF FOUR HUNDRED POUNDS A HUGE FEEDER AND BOUSER IN PROPORTION TAKING THREE POTATIONS POTTLE DEEP AT EVERY MEAL HE HAD A GARRISON AFTER HIS OWN HEART AT TINNEKONK
